regime,sweep,x_value,method,metric,N_total,N_nonNA,NA_rate,mean,sd,se,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high
common,density-sweep,2.0,PB-SCM-PGF,directed_f1,100,100,0.0,0.015046783625730992,0.04987032501827009,0.0049870325018270085,0.005272199922150056,0.02482136732931193,0.005272199922150056,0.02482136732931193
common,density-sweep,2.0,PC-RCIT,directed_f1,100,100,0.0,0.4785965106279174,0.16553093755431736,0.016553093755431736,0.44615244686727124,0.5110405743885637,0.44615244686727124,0.5110405743885637
common,density-sweep,2.5,LibraryDP,directed_f1,100,100,0.0,0.9149273973110339,0.09511552492368089,0.009511552492368089,0.8962847544259924,0.9335700401960754,0.8962847544259924,0.9335700401960754
common,density-sweep,2.5,LibraryGreedy,directed_f1,100,100,0.0,0.7450149366424001,0.16512890315848316,0.016512890315848315,0.7126496716233375,0.7773802016614628,0.7126496716233375,0.7773802016614628
common,density-sweep,2.5,ODS,directed_f1,100,100,0.0,0.6871750189609973,0.11579790465729296,0.011579790465729297,0.6644786296481678,0.7098714082738268,0.6644786296481678,0.7098714082738268
common,density-sweep,2.5,OracleDP,directed_f1,100,100,0.0,0.9609871253273051,0.053080123114807025,0.005308012311480702,0.950583421196803,0.9713908294578073,0.950583421196803,0.9713908294578073
common,density-sweep,2.5,PB-SCM,directed_f1,100,100,0.0,0.10327262781380597,0.1547538253825682,0.01547538253825682,0.0729408780388226,0.13360437758878935,0.0729408780388226,0.13360437758878935
common,density-sweep,2.5,PB-SCM-PGF,directed_f1,100,100,0.0,0.024203369094673438,0.05473738741147836,0.0054737387411478355,0.01347484116202368,0.034931897027323196,0.01347484116202368,0.034931897027323196
common,density-sweep,2.5,PC-RCIT,directed_f1,100,100,0.0,0.4196114909260002,0.1504805659804411,0.01504805659804411,0.39011729999383377,0.4491056818581666,0.39011729999383377,0.4491056818581666
common,density-sweep,3.0,LibraryDP,directed_f1,100,100,0.0,0.8469788842458889,0.14054669637152364,0.014054669637152364,0.8194317317570702,0.8745260367347075,0.8194317317570702,0.8745260367347075
