regime,sweep,x_value,method,metric,N_total,N_nonNA,NA_rate,mean,sd,se,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high
expanded,N-sweep,6400.0,OracleDP,conditional_alpha_mape,100,100,0.0,5.962263590550375,10.372377671292794,1.0372377671292794,3.9292775669769875,7.995249614123763,3.9292775669769875,7.995249614123763
expanded,N-sweep,10000.0,LibraryDP,conditional_alpha_mape,100,100,0.0,18.059110079511118,33.5003943764008,3.35003943764008,11.493032781736561,24.625187377285677,11.493032781736561,24.625187377285677
expanded,N-sweep,10000.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,16.495501736974408,24.98261017379531,2.498261017379531,11.598910142910526,21.39209333103829,11.598910142910526,21.39209333103829
expanded,N-sweep,10000.0,OracleDP,conditional_alpha_mape,100,100,0.0,4.846883148974356,8.262450724344058,0.8262450724344058,3.2274428070029204,6.466323490945791,3.2274428070029204,6.466323490945791
expanded,d-sweep,4.0,LibraryDP,conditional_alpha_mape,100,100,0.0,6.791161454723524,10.335225593606994,1.0335225593606994,4.765457238376554,8.816865671070495,4.765457238376554,8.816865671070495
expanded,d-sweep,4.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,23.073116682862274,35.590326511311034,3.5590326511311035,16.097412686645313,30.048820679079235,16.097412686645313,30.048820679079235
expanded,d-sweep,4.0,OracleDP,conditional_alpha_mape,100,100,0.0,5.047028696648206,3.8308552617134186,0.38308552617134184,4.296181065352376,5.797876327944036,4.296181065352376,5.797876327944036
expanded,d-sweep,5.0,LibraryDP,conditional_alpha_mape,100,100,0.0,13.75472487533914,36.92723158872215,3.692723158872215,6.516987483949598,20.99246226672868,6.516987483949598,20.99246226672868
expanded,d-sweep,5.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,27.990612277098272,36.407342790089274,3.640734279008927,20.854773090240776,35.12645146395577,20.854773090240776,35.12645146395577
expanded,d-sweep,5.0,OracleDP,conditional_alpha_mape,100,100,0.0,5.220753538348873,2.7743302999275015,0.27743302999275016,4.676984799563083,5.764522277134663,4.676984799563083,5.764522277134663
expanded,d-sweep,6.0,LibraryDP,conditional_alpha_mape,100,100,0.0,9.674144192725413,22.65288306100556,2.265288306100556,5.234179112768323,14.114109272682501,5.234179112768323,14.114109272682501
expanded,d-sweep,6.0,LibraryGreedy,conditional_alpha_mape,100,100,0.0,24.843916060705034,37.32953598678899,3.732953598678899,17.527327007294392,32.16050511411568,17.527327007294392,32.16050511411568
expanded,d-sweep,6.0,OracleDP,conditional_alpha_mape,100,100,0.0,6.141155919037102,8.357736858433626,0.8357736858433625,4.503039494784112,7.779272343290092,4.503039494784112,7.779272343290092
expanded,d-sweep,7.0,LibraryDP,conditional_alpha_mape,100,100,0.0,9.982745402847392,12.260755189478072,1.2260755189478072,7.57963738570969,12.385853419985095,7.57963738570969,12.385853419985095
