alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,N,rep,method,alpha_low,alpha_high,max_parents,avg_indegree,dag_generation_mode,realized_avg_indegree,parallel_workers,seed,method_seed,runtime_sec,local_score_runtime_sec,search_runtime_sec,n_local_scores_evaluated,score,directed_f1,skeleton_f1,exact_dag,family_accuracy,alpha_rmse_if_exact,alpha_rmse_on_correct_edges,alpha_mape_on_correct_edges_pct,alpha_rmse_on_true_edges,n_correct_directed_edges,n_true_edges,n_est_directed_edges,n_est_undirected_edges,true_families,true_exogenous_params,true_alpha_matrix,selected_families,true_edges,estimated_directed_edges,estimated_undirected_edges
common,kbar,2.5,8,3200,8,3200,51,LibraryDP,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,17580621264988748794,26.76815100001113,26.767390100008924,0.0007609000022057,960.0,145107.0764560956,0.9230769230769232,0.9230769230769232,0.0,0.875,,0.0641471915047078,8.994021595031153,0.1095873415800637,18.0,20.0,19.0,0.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]","ZIP,Binomial,Geom,NB,Poisson,Geom,NB,NB",0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;2->7;3->4;3->5;3->6;4->5;4->6;4->7;5->6;5->7;6->7,
common,kbar,2.5,8,3200,8,3200,51,LibraryGreedy,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,3811318525138981434,2.4530249999952503,2.4447335999429924,0.0082914000522578,153.0,145778.81186176636,0.6857142857142857,0.8571428571428571,0.0,0.5,,0.1615129638247138,25.808569289109524,0.2697228387274941,12.0,20.0,15.0,0.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]","ZIP,Binomial,Geom,Geom,Binomial,NB,NB,Poisson",0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,0->1;0->2;0->5;0->6;1->5;1->6;2->7;3->4;3->7;4->7;5->4;5->6;6->3;6->4;6->7,
common,kbar,2.5,8,3200,8,3200,51,OracleDP,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,2898406465342727912,5.812530400013202,5.81189070000255,0.0006397000106517,960.0,145228.31794189048,0.9743589743589745,0.9743589743589745,0.0,1.0,,0.0337171552681329,6.3020524122072,0.0522375728369184,19.0,20.0,19.0,0.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]","ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial",0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,
common,kbar,2.5,8,3200,8,3200,51,PC-RCIT,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,12058939451514335058,20.64833490000456,,,,,0.625,0.787878787878788,0.0,,,,,,10.0,20.0,12.0,1.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]",,0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,0->2;0->6;1->6;3->4;3->6;3->7;4->6;4->7;5->4;5->6;6->7;7->2,0--1
common,kbar,2.5,8,3200,8,3200,51,PBSCM,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,12340562240072014005,0.5791708999895491,,,,,0.0,0.0,0.0,,,,,,0.0,20.0,0.0,0.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]",,0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,,
common,kbar,2.5,8,3200,8,3200,51,PBSCM_PGF,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,7659786994520820401,0.7191231999895535,,,,,0.0,0.0952380952380952,0.0,,,,,,0.0,20.0,0.0,1.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]",,0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,,4--6
common,kbar,2.5,8,3200,8,3200,51,PoissonDAG-ODS,0.15,0.85,5,2.5,exact_edges,2.5,12,15917106407939482665,12311101060626021962,1.6475314000126673,,,,,0.5945945945945946,0.7567567567567567,0.0,,,,,,11.0,20.0,17.0,0.0,"ZIP,Binomial,Geom,NB,Poisson,Geom,NB,Binomial","[{""lam"":4.428508692230177,""rho"":0.613065512828362},{""n"":5,""p"":0.5536368484091119},{""mean"":7.169733757298303,""p"":0.12240300965826037},{""p"":0.33340741061377854,""r"":7.9128402344471525},{""lam"":6.729807162556931},{""mean"":9.211925454549256,""p"":0.09792472579737795},{""p"":0.4225696927691369,""r"":7.304200575172368},{""n"":8,""p"":0.2060665919747154}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5978282859543467,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5967478805647517,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.5267648290552034,0.3389386555155997,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.16082961241032068,0.0,0.5983508692285887,0.0,0.0,0.0,0.0],[0.5598636411636597,0.25755504364465914,0.0,0.314615754103687,0.35644456107266376,0.0,0.0,0.0],[0.7491788816252771,0.6724103292003997,0.0,0.5586434029095004,0.3907054364993725,0.29225036624465406,0.0,0.0],[0.0,0.18159073679490081,0.5949706096108015,0.36489038600523105,0.6236926312525016,0.0,0.42386352197386357,0.0]]",,0->1;0->2;0->3;0->5;0->6;1->3;1->4;1->5;1->6;1->7;2->7;3->4;3->5;3->6;3->7;4->5;4->6;4->7;5->6;6->7,0->2;0->4;0->6;1->0;1->6;1->7;2->7;3->2;3->6;3->7;4->2;4->3;4->5;4->6;4->7;6->5;6->7,
common,kbar,2.5,8,3200,8,3200,52,LibraryDP,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,2139186553387749169,30.655087200022532,30.654288800011276,0.0007984000112628,960.0,136215.69907009444,0.9473684210526316,0.9473684210526316,0.0,0.75,,0.0280647227383831,7.0611906644600815,0.2160969821796085,18.0,20.0,18.0,0.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]","NB,ZIP,Bernoulli,NB,Bernoulli,NB,Geom,Poisson",0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;5->7,
common,kbar,2.5,8,3200,8,3200,52,LibraryGreedy,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,4337294519102585577,3.374396399987745,3.365151800011517,0.0092445999762276,142.0,137276.05179415902,0.4705882352941176,0.8235294117647058,0.0,0.25,,0.1874100124290965,20.12956427970183,0.4117530712867962,8.0,20.0,14.0,0.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]","Geom,Poisson,Geom,NB,Bernoulli,NB,Geom,NB",0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,0->6;1->6;1->7;2->0;2->1;2->6;2->7;3->1;3->5;3->7;5->1;5->2;5->7;7->0,
common,kbar,2.5,8,3200,8,3200,52,OracleDP,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,7300032486051195503,8.333090600004653,8.332225999998627,0.0008646000060252,960.0,136242.94917629645,0.9473684210526316,0.9473684210526316,0.0,1.0,,0.0280647227383831,7.0611906644600815,0.2160969821796085,18.0,20.0,18.0,0.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]","NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson",0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;5->7,
common,kbar,2.5,8,3200,8,3200,52,PC-RCIT,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,10118697300438625131,20.37968340000953,,,,,0.2857142857142857,0.787878787878788,0.0,,,,,,4.0,20.0,8.0,5.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]",,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,0->2;0->3;1->2;2->3;5->3;6->2;7->2;7->3,0--6;0--7;1--6;1--7;5--7
common,kbar,2.5,8,3200,8,3200,52,PBSCM,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,13929818232678220735,20.52873210000689,,,,,0.16,0.4,0.0,,,,,,2.0,20.0,5.0,0.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]",,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,1->5;5->0;5->2;5->3;5->7,
common,kbar,2.5,8,3200,8,3200,52,PBSCM_PGF,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,8089347158396884941,0.5932462000055239,,,,,0.0,0.0,0.0,,,,,,0.0,20.0,0.0,0.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]",,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,,
common,kbar,2.5,8,3200,8,3200,52,PoissonDAG-ODS,0.15,0.85,5,2.5,exact_edges,2.5,12,6218247902169513176,13616858304180049147,1.5242511999967974,,,,,0.8205128205128205,0.8717948717948718,0.0,,,,,,16.0,20.0,19.0,0.0,"NB,ZIP,Bernoulli,Geom,Bernoulli,Geom,Geom,Poisson","[{""p"":0.312436898551086,""r"":5.626713847575335},{""lam"":5.608726020929187,""rho"":0.7236082201468484},{""p"":0.844980623647784},{""mean"":5.904733734975055,""p"":0.1448281770714237},{""p"":0.2401237704036659},{""mean"":3.502949196450915,""p"":0.22207667827746513},{""mean"":3.74574732956221,""p"":0.2107149686985651},{""lam"":6.558229482746892}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.40098807824673643,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.23751824927358628,0.6098536075760745,0.0,0.0,0.0,0.0,0.0,0.0],[0.15397247986967433,0.7210119807575144,0.27348948609820095,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.39741205655866074,0.21494070264752738,0.6703457872045065,0.8212380396091535,0.47902561565679025,0.0,0.0,0.0],[0.5008659340372213,0.3043309526863369,0.341545920557239,0.0,0.8308521274958811,0.0,0.0,0.0],[0.5736388506285715,0.26738679569832874,0.8372761980991212,0.6483486915092169,0.0,0.41551858108885065,0.0,0.0]]",,0->1;0->2;0->3;0->5;0->6;0->7;1->2;1->3;1->5;1->6;1->7;2->3;2->5;2->6;2->7;3->5;3->7;4->5;4->6;5->7,0->1;0->2;0->5;0->6;0->7;1->3;1->5;1->6;1->7;2->1;2->5;2->6;2->7;3->5;3->7;4->0;4->5;4->6;4->7,
common,kbar,2.5,8,3200,8,3200,53,LibraryDP,0.15,0.85,5,2.5,exact_edges,2.5,12,10943396165274763182,7102111059202457658,19.08733600001142,19.086602900002617,0.0007331000088015,960.0,144353.5166442514,0.8235294117647058,0.8235294117647058,0.0,0.875,,0.0926803506703396,8.656661985013118,0.211205904834851,14.0,20.0,14.0,0.0,"Bernoulli,NB,NB,Geom,Bernoulli,ZIP,Geom,Bernoulli","[{""p"":0.4550788673255435},{""p"":0.2843818194458175,""r"":6.0657648555159716},{""p"":0.4231213789508088,""r"":2.528986511104585},{""mean"":5.854066709898561,""p"":0.1458987842291952},{""p"":0.15682333065294238},{""lam"":3.874687414880733,""rho"":0.4931601332813864},{""mean"":8.88395404348627,""p"":0.10117408433915379},{""p"":0.6015767534127989}]","[[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.6237127236241009,0.833023488569635,0.0,0.0,0.0,0.0,0.0,0.0],[0.33921601508013854,0.0,0.36874484833779547,0.0,0.0,0.0,0.0,0.0],[0.5157184718423945,0.657157283253347,0.5877748825061417,0.24403932006841833,0.0,0.0,0.0,0.0],[0.8349353492854846,0.2675947463654008,0.0,0.0,0.6541115915012697,0.0,0.0,0.0],[0.4649893287579131,0.5037219195973982,0.0,0.44851975138478106,0.0,0.6418250437144645,0.0,0.0],[0.25798202271365084,0.2128254439861028,0.8473936773302492,0.25061146131120393,0.6252929318247145,0.0,0.0,0.0]]","Bernoulli,NB,NB,Geom,Bernoulli,ZIP,Geom,NB",0->2;0->3;0->4;0->5;0->6;0->7;1->2;1->4;1->5;1->6;1->7;2->3;2->4;2->7;3->4;3->6;3->7;4->5;4->7;5->6,0->2;0->5;1->2;1->4;1->5;1->6;2->3;2->4;2->7;3->4;3->6;4->5;4->7;5->6,
