alpha_regime,sweep,kbar_in,anchor_d,anchor_N,d,method,true_family,selected_family,count,row_rate
expanded,kbar,2.5,8,3200,8,OracleDP,Binomial,NB,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Binomial,Geom,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
expanded,kbar,2.5,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
expanded,kbar,2.5,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
expanded,kbar,3.0,8,3200,8,LibraryDP,Poisson,Poisson,72,0.6050420168067226
expanded,kbar,3.0,8,3200,8,LibraryDP,Poisson,NB,26,0.2184873949579832
expanded,kbar,3.0,8,3200,8,LibraryDP,Poisson,ZIP,2,0.0168067226890756
expanded,kbar,3.0,8,3200,8,LibraryDP,Poisson,Geom,2,0.0168067226890756
expanded,kbar,3.0,8,3200,8,LibraryDP,Poisson,Binomial,11,0.0924369747899159
expanded,kbar,3.0,8,3200,8,LibraryDP,Poisson,Bernoulli,6,0.0504201680672268
expanded,kbar,3.0,8,3200,8,LibraryDP,NB,Poisson,21,0.1418918918918918
expanded,kbar,3.0,8,3200,8,LibraryDP,NB,NB,109,0.7364864864864865
expanded,kbar,3.0,8,3200,8,LibraryDP,NB,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,LibraryDP,NB,Geom,9,0.0608108108108108
expanded,kbar,3.0,8,3200,8,LibraryDP,NB,Binomial,2,0.0135135135135135
expanded,kbar,3.0,8,3200,8,LibraryDP,NB,Bernoulli,7,0.0472972972972973
expanded,kbar,3.0,8,3200,8,LibraryDP,ZIP,Poisson,11,0.0887096774193548
expanded,kbar,3.0,8,3200,8,LibraryDP,ZIP,NB,32,0.2580645161290322
expanded,kbar,3.0,8,3200,8,LibraryDP,ZIP,ZIP,62,0.5
expanded,kbar,3.0,8,3200,8,LibraryDP,ZIP,Geom,11,0.0887096774193548
expanded,kbar,3.0,8,3200,8,LibraryDP,ZIP,Binomial,1,0.0080645161290322
expanded,kbar,3.0,8,3200,8,LibraryDP,ZIP,Bernoulli,7,0.0564516129032258
expanded,kbar,3.0,8,3200,8,LibraryDP,Geom,Poisson,2,0.0136986301369863
expanded,kbar,3.0,8,3200,8,LibraryDP,Geom,NB,56,0.3835616438356164
expanded,kbar,3.0,8,3200,8,LibraryDP,Geom,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,LibraryDP,Geom,Geom,86,0.589041095890411
expanded,kbar,3.0,8,3200,8,LibraryDP,Geom,Binomial,1,0.0068493150684931
expanded,kbar,3.0,8,3200,8,LibraryDP,Geom,Bernoulli,1,0.0068493150684931
expanded,kbar,3.0,8,3200,8,LibraryDP,Binomial,Poisson,34,0.2741935483870967
expanded,kbar,3.0,8,3200,8,LibraryDP,Binomial,NB,23,0.1854838709677419
expanded,kbar,3.0,8,3200,8,LibraryDP,Binomial,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,LibraryDP,Binomial,Geom,2,0.0161290322580645
expanded,kbar,3.0,8,3200,8,LibraryDP,Binomial,Binomial,59,0.4758064516129032
expanded,kbar,3.0,8,3200,8,LibraryDP,Binomial,Bernoulli,6,0.0483870967741935
expanded,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Poisson,22,0.158273381294964
expanded,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,NB,19,0.1366906474820144
expanded,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,ZIP,2,0.014388489208633
expanded,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Geom,24,0.1726618705035971
expanded,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Binomial,0,0.0
expanded,kbar,3.0,8,3200,8,LibraryDP,Bernoulli,Bernoulli,72,0.5179856115107914
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Poisson,36,0.3025210084033613
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,NB,33,0.2773109243697479
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,ZIP,2,0.0168067226890756
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Geom,9,0.0756302521008403
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Binomial,29,0.2436974789915966
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Poisson,Bernoulli,10,0.0840336134453781
expanded,kbar,3.0,8,3200,8,LibraryGreedy,NB,Poisson,23,0.1554054054054054
expanded,kbar,3.0,8,3200,8,LibraryGreedy,NB,NB,70,0.4729729729729729
expanded,kbar,3.0,8,3200,8,LibraryGreedy,NB,ZIP,3,0.0202702702702702
expanded,kbar,3.0,8,3200,8,LibraryGreedy,NB,Geom,10,0.0675675675675675
expanded,kbar,3.0,8,3200,8,LibraryGreedy,NB,Binomial,19,0.1283783783783783
expanded,kbar,3.0,8,3200,8,LibraryGreedy,NB,Bernoulli,23,0.1554054054054054
expanded,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Poisson,18,0.1451612903225806
expanded,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,NB,30,0.2419354838709677
expanded,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,ZIP,48,0.3870967741935484
expanded,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Geom,11,0.0887096774193548
expanded,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Binomial,5,0.0403225806451612
expanded,kbar,3.0,8,3200,8,LibraryGreedy,ZIP,Bernoulli,12,0.0967741935483871
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Poisson,17,0.1164383561643835
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Geom,NB,49,0.3356164383561644
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Geom,ZIP,1,0.0068493150684931
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Geom,59,0.4041095890410959
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Binomial,4,0.0273972602739726
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Geom,Bernoulli,16,0.1095890410958904
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Poisson,19,0.1532258064516129
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,NB,23,0.1854838709677419
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,ZIP,2,0.0161290322580645
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Geom,7,0.0564516129032258
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Binomial,64,0.5161290322580645
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Binomial,Bernoulli,9,0.0725806451612903
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Poisson,17,0.1223021582733813
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,NB,40,0.2877697841726618
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,ZIP,7,0.0503597122302158
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Geom,15,0.1079136690647482
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Binomial,4,0.0287769784172661
expanded,kbar,3.0,8,3200,8,LibraryGreedy,Bernoulli,Bernoulli,56,0.4028776978417266
expanded,kbar,3.0,8,3200,8,OracleDP,Poisson,Poisson,119,1.0
expanded,kbar,3.0,8,3200,8,OracleDP,Poisson,NB,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Poisson,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Poisson,Geom,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Poisson,Binomial,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Poisson,Bernoulli,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,NB,Poisson,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,NB,NB,148,1.0
expanded,kbar,3.0,8,3200,8,OracleDP,NB,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,NB,Geom,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,NB,Binomial,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,NB,Bernoulli,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,ZIP,Poisson,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,ZIP,NB,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,ZIP,ZIP,124,1.0
expanded,kbar,3.0,8,3200,8,OracleDP,ZIP,Geom,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,ZIP,Binomial,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,ZIP,Bernoulli,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Geom,Poisson,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Geom,NB,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Geom,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Geom,Geom,146,1.0
expanded,kbar,3.0,8,3200,8,OracleDP,Geom,Binomial,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Geom,Bernoulli,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Binomial,Poisson,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Binomial,NB,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Binomial,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Binomial,Geom,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Binomial,Binomial,124,1.0
expanded,kbar,3.0,8,3200,8,OracleDP,Binomial,Bernoulli,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Poisson,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Bernoulli,NB,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Bernoulli,ZIP,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Geom,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Binomial,0,0.0
expanded,kbar,3.0,8,3200,8,OracleDP,Bernoulli,Bernoulli,139,1.0
