setting,regime,sweep,sweep_value,method,expected_R,R_total,R_success,R_failed,mean_F1,sd_F1,se_F1,ci95_low,ci95_high,plot_ci95_low,plot_ci95_high,mean_runtime_sec
all_poisson,restricted,sample_size,6400.0,Proposed DP-BIC,100,100,100,0,0.9967,0.01522369675082051,0.001522369675082051,0.9937161554368392,0.9996838445631608,0.9937161554368392,0.9996838445631608,18.97561645899972
all_poisson,restricted,sample_size,6400.0,Greedy-BIC,100,100,100,0,0.8380179993919125,0.19824381793506682,0.019824381793506683,0.7991622110766393,0.8768737877071856,0.7991622110766393,0.8768737877071856,2.316047755999971
all_poisson,restricted,sample_size,6400.0,Poisson-only DP,100,100,100,0,0.9967,0.01522369675082051,0.001522369675082051,0.9937161554368392,0.9996838445631608,0.9937161554368392,0.9996838445631608,0.5466114970001218
all_poisson,restricted,sample_size,6400.0,ODS,100,100,100,0,0.7779948215147615,0.14631290583456447,0.014631290583456446,0.7493174919711869,0.8066721510583361,0.7493174919711869,0.8066721510583361,1.0076574369998708
all_poisson,restricted,sample_size,6400.0,PC-RCIT,100,100,100,0,0.5951246803069052,0.2031505040368196,0.02031505040368196,0.5553071815156886,0.6349421790981219,0.5553071815156886,0.6349421790981219,16.905441563000057
all_poisson,restricted,sample_size,6400.0,PB-SCM,100,100,100,0,0.5614191559442678,0.1274921752933753,0.01274921752933753,0.5364306895867663,0.5864076223017693,0.5364306895867663,0.5864076223017693,19.743157295999772
all_poisson,restricted,sample_size,6400.0,PB-SCM-PGF,100,100,100,0,0.014714285714285711,0.05551599292204641,0.0055515992922046415,0.0038331511015646143,0.025595420327006808,0.0038331511015646143,0.025595420327006808,1.0085276379997958
all_poisson,restricted,sample_size,10000.0,Proposed DP-BIC,100,100,100,0,0.9971000000000001,0.014768357292007036,0.0014768357292007036,0.9942054019707667,0.9999945980292335,0.9942054019707667,0.9999945980292335,30.96075351800013
all_poisson,restricted,sample_size,10000.0,Greedy-BIC,100,100,100,0,0.9073185568055133,0.15832281105915655,0.015832281105915655,0.8762872858379186,0.938349827773108,0.8762872858379186,0.938349827773108,3.522088773999931
all_poisson,restricted,sample_size,10000.0,Poisson-only DP,100,100,100,0,0.9979333333333333,0.012334470782019914,0.0012334470782019915,0.9955157770600574,1.0003508896066093,0.9955157770600574,1.0,0.8347474350000266
